ID	STRUCTURE	FREQUENCY	Beijing	Changsha	Chengdu	Guangzhou	Guixian	Hangzhou	Hefei	Jinan	Kunming	Meixian	Nanchang	Shanghai	Shexian	Taiyuan	Xiamen	COGNATESETS	CONCEPTS
446-1	C	1	ŋ	n	n	ŋ	n	n	n	Ø	-	n	n	-	Ø	ŋ	ŋ	737:4	doctor
262-4	C	4	Ø	ŋ	Ø	ŋ	-	ʔ	-	n	n	Ø	Ø	-	n̩	n	-	294:0, 466:0, 836:0, 642:0	forehead / here / husband / on / there / what / where
117-3	C	3	Ø	Ø	-	Ø	j	l	l	l	l	l	l	l	l	x	j	256:4, 850:0, 392:6	how / mouse / thunder (verb)
153-3	C	3	Ø	ɕ	s	k	s	s	ʂ	ʂ	ʂ	s	s	s	s	s	s	222:4, 239:4, 643:0	classifier (pair) / doctor / on
233-3	C	3	Ø	tɕ	Ø	k	tɕ	ts	ts	Ø	tɕ	k	tɕ	ts	ts	tɕ	k	124:0, 230:0, 426:3	fat / self / today
253-3	C	3	Ø	w	ŋ	w	ŋ	-	-	Ø	Ø	w	w	w	Ø	Ø	Ø	184:6, 222:6, 444:2	cabbage / moon / on
62-2	C	2	Ø	ɥ	w	-	w	ɥ	w	w	w	Ø	-	Ø	-	w	-	372:1, 625:1	classifier (pillow) / window
125-2	C	2	Ø	w	r	w	w	-	-	Ø	w	w	w	Ø	Ø	Ø	Ø	336:8, 510:5	fingernail / forefinger / knee
128-2	C	2	Ø	ts	ts	-	ts	l	ts	Ø	Ø	j	ts	ts	-	-	Ø	218:3, 302:11	here / humpback / what kind of / where
176-2	C	2	Ø	-	kʰ	-	kʰ	ɕ	kʰ	tɕʰ	kʰ	-	kʰ	kʰ	kʰ	Ø	Ø	336:0, 595:3	doorsills / fingernail / knee
211-2	C	2	Ø	kʰ	kʰ	h	kʰ	Ø	Ø	Ø	kʰ	Ø	kʰ	Ø	kʰ	k	kʰ	302:3, 841:4	head / here / what kind of / where
246-2	C	2	Ø	Ø	x	-	Ø	Ø	Ø	Ø	Ø	ŋ	ɲ	ɦ	k	Ø	Ø	184:0, 714:3	moon / rainbow
247-2	C	2	Ø	ɲ	Ø	n	Ø	Ø	Ø	-	j	Ø	ɲ	Ø	n	Ø	Ø	241:0, 294:3	daughter / here / what / where
248-2	C	2	Ø	x	ɕ	Ø	Ø	Ø	Ø	Ø	Ø	h	f	-	Ø	x	Ø	256:0, 668:0	sweet potato / thunder (verb)
267-1	C	1	Ø	tɕ	tɕ	Ø	pʰ	b	Ø	Ø	pʰ	Ø	tɕ	Ø	tɕ	Ø	Ø	90:0	chicken / wife
268-1	C	1	Ø	p	pʰ	Ø	l	tɕ	Ø	Ø	n	Ø	pʰ	Ø	pʰ	Ø	Ø	90:3	chicken / wife
282-1	C	1	Ø	Ø	p	p	p	j	j	p	Ø	-	p	Ø	j	Ø	l	217:0	boy / father / left hand / wheat
283-1	C	1	Ø	Ø	p	p	p	s	s	p	Ø	p	p	Ø	m	Ø	p	217:3	boy / father / left hand / wheat
293-1	C	1	Ø	m	Ø	m	m	m	m	m	Ø	Ø	m	m	Ø	m	m	260:3	catch a cold
308-1	C	1	Ø	-	-	-	k	k	k	-	k	k	k	-	k	k	-	307:0	classifier (person)
339-1	C	1	Ø	Ø	Ø	p	Ø	Ø	p	Ø	Ø	p	Ø	-	Ø	Ø	Ø	452:0	father / old man
354-1	C	1	Ø	t	t	Ø	Ø	j	ts	t	Ø	Ø	t	-	Ø	t	-	503:0	under
355-1	C	1	Ø	x	ɕ	Ø	Ø	t	ɕ	ɕ	Ø	Ø	k	t	Ø	x	t	503:3	under
378-1	C	1	Ø	Ø	Ø	-	tɕ	Ø	Ø	Ø	k	Ø	-	d	tʰ	Ø	Ø	560:4	knee / leg / under
391-1	C	1	Ø	tɕ	Ø	tsʰ	tsʰ	dz	ʈʂʰ	ʈʂʰ	tsʰ	Ø	tsʰ	Ø	s	k	tsʰ	625:0	classifier (pillow)
393-1	C	1	Ø	n	Ø	ŋ	ŋ	ŋ	-	ŋ	ŋ	Ø	ŋ	Ø	-	j	ŋ̍	625:3	classifier (pillow)
401-1	C	1	Ø	ɥ	w	Ø	w	ɥ	w	w	w	-	-	-	-	Ø	j	643:1	classifier (pair)
415-1	C	1	Ø	ts	ts	Ø	ts	dz	Ø	ts	Ø	tsʰ	Ø	z	tsʰ	ts	Ø	659:0	self
431-1	C	1	Ø	Ø	Ø	-	Ø	Ø	Ø	t	Ø	Ø	Ø	Ø	p	p	Ø	699:4	cold / freeze
448-1	C	1	Ø	tɕʰ	tɕʰ	Ø	Ø	tɕʰ	tsʰ	Ø	tɕʰ	h	tɕʰ	tɕʰ	tɕʰ	Ø	kʰ	747:0	blow
486-1	C	1	Ø	-	Ø	k	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	w	-	836:2	forehead / on
487-1	C	1	Ø	t	Ø	tʰ	Ø	Ø	l	Ø	Ø	Ø	Ø	Ø	Ø	tʰ	tʰ	836:4	forehead / on
488-1	C	1	Ø	l	n	-	l	Ø	Ø	Ø	n	Ø	Ø	Ø	j	Ø	-	841:0	head
490-1	C	1	Ø	w	w	w	-	Ø	Ø	Ø	-	Ø	Ø	Ø	-	Ø	w	841:2	head
496-1	C	1	Ø	Ø	s	Ø	Ø	tsʰ	ʈʂʰ	ʂ	ʈʂʰ	tsʰ	ɕ	tsʰ	tɕʰ	Ø	tsʰ	850:3	mouse
